phenomenonTime,Q_m³/s
2012-01-06T00:00:00Z,2.35
2012-01-07T00:00:00Z,2.07
2012-01-08T00:00:00Z,2.35
2012-01-09T00:00:00Z,2.07
2012-01-10T00:00:00Z,1.8
2012-01-11T00:00:00Z,1.56
2012-01-12T00:00:00Z,1.45
2012-01-13T00:00:00Z,1.34
2012-01-14T00:00:00Z,1.14
2012-01-15T00:00:00Z,1.05
2012-01-16T00:00:00Z,0.961
2012-01-17T00:00:00Z,0.874
2012-01-18T00:00:00Z,0.789
2012-01-19T00:00:00Z,1.68
2012-01-20T00:00:00Z,2.5
2012-01-21T00:00:00Z,2.21
2012-01-22T00:00:00Z,2.65
2012-01-23T00:00:00Z,2.35
2012-01-24T00:00:00Z,1.8
2012-01-25T00:00:00Z,1.45
2012-01-26T00:00:00Z,1.24
2012-01-27T00:00:00Z,0.961
2012-01-28T00:00:00Z,0.789
2012-01-29T00:00:00Z,0.705
2012-01-30T00:00:00Z,0.623
2012-01-31T00:00:00Z,0.543
2012-02-01T00:00:00Z,0.324
2012-02-02T00:00:00Z,0.266
2012-02-03T00:00:00Z,0.266
2012-02-04T00:00:00Z,0.266
2012-02-05T00:00:00Z,0.266
2012-02-06T00:00:00Z,0.266
2012-02-07T00:00:00Z,0.266
2012-02-08T00:00:00Z,0.266
2012-02-09T00:00:00Z,0.266
2012-02-10T00:00:00Z,0.217
2012-02-11T00:00:00Z,0.217
2012-02-12T00:00:00Z,0.217
2012-02-13T00:00:00Z,0.217
2012-02-14T00:00:00Z,0.175
2012-02-15T00:00:00Z,0.175
2012-02-16T00:00:00Z,0.175
2012-02-17T00:00:00Z,0.324
2012-02-18T00:00:00Z,0.324
2012-02-19T00:00:00Z,0.705
2012-02-20T00:00:00Z,0.391
2012-02-21T00:00:00Z,0.324
2012-02-22T00:00:00Z,0.266
2012-02-23T00:00:00Z,0.266
2012-02-24T00:00:00Z,0.465
2012-02-25T00:00:00Z,0.789
2012-02-26T00:00:00Z,0.874
2012-02-27T00:00:00Z,0.789
2012-02-28T00:00:00Z,0.705
2012-02-29T00:00:00Z,0.789
2012-03-01T00:00:00Z,0.961
2012-03-02T00:00:00Z,0.961
2012-03-03T00:00:00Z,0.961
2012-03-04T00:00:00Z,0.874
2012-03-05T00:00:00Z,0.789
2012-03-06T00:00:00Z,0.705
2012-03-07T00:00:00Z,0.623
2012-03-08T00:00:00Z,0.705
2012-03-09T00:00:00Z,0.623
2012-03-10T00:00:00Z,0.623
2012-03-11T00:00:00Z,0.623
2012-03-12T00:00:00Z,0.543
2012-03-13T00:00:00Z,0.465
2012-03-14T00:00:00Z,0.465
2012-03-15T00:00:00Z,0.465
2012-03-16T00:00:00Z,0.465
2012-03-17T00:00:00Z,0.391
2012-03-18T00:00:00Z,0.391
2012-03-19T00:00:00Z,0.391
2012-03-20T00:00:00Z,0.324
2012-03-21T00:00:00Z,0.324
2012-03-22T00:00:00Z,0.266
2012-03-23T00:00:00Z,0.266
2012-03-24T00:00:00Z,0.217
2012-03-25T00:00:00Z,0.217
2012-03-26T00:00:00Z,0.175
2012-03-27T00:00:00Z,0.175
2012-03-28T00:00:00Z,0.175
2012-03-29T00:00:00Z,0.175
2012-03-30T00:00:00Z,0.175
2012-03-31T00:00:00Z,0.14
2012-04-01T00:00:00Z,0.175
2012-04-02T00:00:00Z,0.175
2012-04-03T00:00:00Z,0.175
2012-04-04T00:00:00Z,0.266
2012-04-05T00:00:00Z,0.217
2012-04-06T00:00:00Z,0.217
2012-04-07T00:00:00Z,0.175
2012-04-08T00:00:00Z,0.175
2012-04-09T00:00:00Z,0.175
2012-04-10T00:00:00Z,0.175
2012-04-11T00:00:00Z,0.175
2012-04-12T00:00:00Z,0.175
2012-04-13T00:00:00Z,0.175
2012-04-14T00:00:00Z,0.175
2012-04-15T00:00:00Z,0.14
2012-04-16T00:00:00Z,0.14
2012-04-17T00:00:00Z,0.14
2012-04-18T00:00:00Z,0.14
2012-04-19T00:00:00Z,0.14
2012-04-20T00:00:00Z,0.14
2012-04-21T00:00:00Z,0.14
2012-04-22T00:00:00Z,0.14
2012-04-23T00:00:00Z,0.14
2012-04-24T00:00:00Z,0.175
2012-04-25T00:00:00Z,0.175
2012-04-26T00:00:00Z,0.14
2012-04-27T00:00:00Z,0.11
2012-04-28T00:00:00Z,0.11
2012-04-29T00:00:00Z,0.11
2012-04-30T00:00:00Z,0.11
2012-05-01T00:00:00Z,0.11
2012-05-02T00:00:00Z,0.11
2012-05-03T00:00:00Z,0.11
2012-05-04T00:00:00Z,0.11
2012-05-05T00:00:00Z,0.217
2012-05-06T00:00:00Z,0.324
2012-05-07T00:00:00Z,0.324
2012-05-08T00:00:00Z,0.217
2012-05-09T00:00:00Z,0.217
2012-05-10T00:00:00Z,0.175
2012-05-11T00:00:00Z,0.175
2012-05-12T00:00:00Z,0.175
2012-05-13T00:00:00Z,0.14
2012-05-14T00:00:00Z,0.11
2012-05-15T00:00:00Z,0.11
2012-05-16T00:00:00Z,0.11
2012-05-17T00:00:00Z,0.11
2012-05-18T00:00:00Z,0.11
2012-05-19T00:00:00Z,0.11
2012-05-20T00:00:00Z,0.086
2012-05-21T00:00:00Z,0.086
2012-05-22T00:00:00Z,0.065
2012-05-23T00:00:00Z,0.065
2012-05-24T00:00:00Z,0.065
2012-05-25T00:00:00Z,0.065
2012-05-26T00:00:00Z,0.065
2012-05-27T00:00:00Z,0.065
2012-05-28T00:00:00Z,0.065
2012-05-29T00:00:00Z,0.065
2012-05-30T00:00:00Z,0.065
2012-05-31T00:00:00Z,0.065
2012-06-01T00:00:00Z,0.14
2012-06-02T00:00:00Z,0.086
2012-06-03T00:00:00Z,0.11
2012-06-04T00:00:00Z,0.14
2012-06-05T00:00:00Z,0.465
2012-06-06T00:00:00Z,0.266
2012-06-07T00:00:00Z,0.175
2012-06-08T00:00:00Z,0.14
2012-06-09T00:00:00Z,0.11
2012-06-10T00:00:00Z,0.086
2012-06-11T00:00:00Z,0.086
2012-06-12T00:00:00Z,0.086
2012-06-13T00:00:00Z,0.086
2012-06-14T00:00:00Z,0.086
2012-06-15T00:00:00Z,0.086
2012-06-16T00:00:00Z,0.086
2012-06-17T00:00:00Z,0.065
2012-06-18T00:00:00Z,0.065
2012-06-19T00:00:00Z,0.065
2012-06-20T00:00:00Z,0.391
2012-06-21T00:00:00Z,0.543
2012-06-22T00:00:00Z,0.324
2012-06-23T00:00:00Z,0.217
2012-06-24T00:00:00Z,0.217
2012-06-25T00:00:00Z,0.175
2012-06-26T00:00:00Z,0.14
2012-06-27T00:00:00Z,0.11
2012-06-28T00:00:00Z,0.11
2012-06-29T00:00:00Z,0.11
2012-06-30T00:00:00Z,0.14
2012-07-01T00:00:00Z,0.11
2012-07-02T00:00:00Z,0.086
2012-07-03T00:00:00Z,0.086
2012-07-04T00:00:00Z,0.086
2012-07-05T00:00:00Z,0.217
2012-07-06T00:00:00Z,0.14
2012-07-07T00:00:00Z,0.11
2012-07-08T00:00:00Z,0.086
2012-07-09T00:00:00Z,0.086
2012-07-10T00:00:00Z,0.11
2012-07-11T00:00:00Z,0.266
2012-07-12T00:00:00Z,0.324
2012-07-13T00:00:00Z,0.465
2012-07-14T00:00:00Z,0.874
2012-07-15T00:00:00Z,0.789
2012-07-16T00:00:00Z,0.465
2012-07-17T00:00:00Z,0.623
2012-07-18T00:00:00Z,0.623
2012-07-19T00:00:00Z,0.543
2012-07-20T00:00:00Z,0.465
2012-07-21T00:00:00Z,0.391
2012-07-22T00:00:00Z,0.324
2012-07-23T00:00:00Z,0.266
2012-07-24T00:00:00Z,0.217
2012-07-25T00:00:00Z,0.175
2012-07-26T00:00:00Z,0.14
2012-07-27T00:00:00Z,0.11
2012-07-28T00:00:00Z,0.14
2012-07-29T00:00:00Z,0.175
2012-07-30T00:00:00Z,0.11
2012-07-31T00:00:00Z,0.086
2012-08-01T00:00:00Z,0.086
2012-08-02T00:00:00Z,0.086
2012-08-03T00:00:00Z,0.086
2012-08-04T00:00:00Z,0.065
2012-08-05T00:00:00Z,0.086
2012-08-06T00:00:00Z,0.11
2012-08-07T00:00:00Z,0.086
2012-08-08T00:00:00Z,0.065
2012-08-09T00:00:00Z,0.065
2012-08-10T00:00:00Z,0.065
2012-08-11T00:00:00Z,0.065
2012-08-12T00:00:00Z,0.065
2012-08-13T00:00:00Z,0.065
2012-08-14T00:00:00Z,0.065
2012-08-15T00:00:00Z,0.049
2012-08-16T00:00:00Z,0.11
2012-08-17T00:00:00Z,0.086
2012-08-18T00:00:00Z,0.065
2012-08-19T00:00:00Z,0.049
2012-08-20T00:00:00Z,0.037
2012-08-21T00:00:00Z,0.037
2012-08-22T00:00:00Z,0.037
2012-08-23T00:00:00Z,0.037
2012-08-24T00:00:00Z,0.11
2012-08-25T00:00:00Z,0.175
2012-08-26T00:00:00Z,0.086
2012-08-27T00:00:00Z,0.086
2012-08-28T00:00:00Z,0.065
2012-08-29T00:00:00Z,0.065
2012-08-30T00:00:00Z,0.065
2012-08-31T00:00:00Z,0.065
2012-09-01T00:00:00Z,0.049
2012-09-02T00:00:00Z,0.049
2012-09-03T00:00:00Z,0.037
2012-09-04T00:00:00Z,0.037
2012-09-05T00:00:00Z,0.037
2012-09-06T00:00:00Z,0.037
2012-09-07T00:00:00Z,0.049
2012-09-08T00:00:00Z,0.049
2012-09-09T00:00:00Z,0.037
2012-09-10T00:00:00Z,0.037
2012-09-11T00:00:00Z,0.065
2012-09-12T00:00:00Z,0.11
2012-09-13T00:00:00Z,0.065
2012-09-14T00:00:00Z,0.049
2012-09-15T00:00:00Z,0.049
2012-09-16T00:00:00Z,0.049
2012-09-17T00:00:00Z,0.037
2012-09-18T00:00:00Z,0.037
2012-09-19T00:00:00Z,0.049
2012-09-20T00:00:00Z,0.049
2012-09-21T00:00:00Z,0.049
2012-09-22T00:00:00Z,0.037
2012-09-23T00:00:00Z,0.037
2012-09-24T00:00:00Z,0.037
2012-09-25T00:00:00Z,0.065
2012-09-26T00:00:00Z,0.11
2012-09-27T00:00:00Z,0.175
2012-09-28T00:00:00Z,0.11
2012-09-29T00:00:00Z,0.086
2012-09-30T00:00:00Z,0.065
2012-10-01T00:00:00Z,0.065
2012-10-02T00:00:00Z,0.065
2012-10-03T00:00:00Z,0.049
2012-10-04T00:00:00Z,0.086
2012-10-05T00:00:00Z,0.086
2012-10-06T00:00:00Z,0.11
2012-10-07T00:00:00Z,0.11
2012-10-08T00:00:00Z,0.065
2012-10-09T00:00:00Z,0.065
2012-10-10T00:00:00Z,0.065
2012-10-11T00:00:00Z,0.065
2012-10-12T00:00:00Z,0.065
2012-10-13T00:00:00Z,0.065
2012-10-14T00:00:00Z,0.086
2012-10-15T00:00:00Z,0.065
2012-10-16T00:00:00Z,0.065
2012-10-17T00:00:00Z,0.065
2012-10-18T00:00:00Z,0.065
2012-10-19T00:00:00Z,0.065
2012-10-20T00:00:00Z,0.065
2012-10-21T00:00:00Z,0.065
2012-10-22T00:00:00Z,0.065
2012-10-23T00:00:00Z,0.065
2012-10-24T00:00:00Z,0.065
2012-10-25T00:00:00Z,0.065
2012-10-26T00:00:00Z,0.086
2012-10-27T00:00:00Z,0.175
2012-10-28T00:00:00Z,0.175
2012-10-29T00:00:00Z,0.14
2012-10-30T00:00:00Z,0.175
2012-10-31T00:00:00Z,0.175
2012-11-01T00:00:00Z,0.175
2012-11-02T00:00:00Z,0.175
2012-11-03T00:00:00Z,0.391
2012-11-04T00:00:00Z,0.465
2012-11-05T00:00:00Z,0.324
2012-11-06T00:00:00Z,0.324
2012-11-07T00:00:00Z,0.266
2012-11-08T00:00:00Z,0.217
2012-11-09T00:00:00Z,0.217
2012-11-10T00:00:00Z,0.324
2012-11-11T00:00:00Z,0.266
2012-11-12T00:00:00Z,0.266
2012-11-13T00:00:00Z,0.217
2012-11-14T00:00:00Z,0.217
2012-11-15T00:00:00Z,0.175
2012-11-16T00:00:00Z,0.175
2012-11-17T00:00:00Z,0.175
2012-11-18T00:00:00Z,0.14
2012-11-19T00:00:00Z,0.14
2012-11-20T00:00:00Z,0.11
2012-11-21T00:00:00Z,0.086
2012-11-22T00:00:00Z,0.086
2012-11-23T00:00:00Z,0.086
2012-11-24T00:00:00Z,0.086
2012-11-25T00:00:00Z,0.086
2012-11-26T00:00:00Z,0.086
2012-11-27T00:00:00Z,0.11
2012-11-28T00:00:00Z,0.175
2012-11-29T00:00:00Z,0.789
2012-11-30T00:00:00Z,0.543
2012-12-01T00:00:00Z,0.391
2012-12-02T00:00:00Z,0.324
2012-12-03T00:00:00Z,0.266
2012-12-04T00:00:00Z,0.266
2012-12-05T00:00:00Z,0.266
2012-12-06T00:00:00Z,0.266
2012-12-07T00:00:00Z,0.266
2012-12-08T00:00:00Z,0.217
2012-12-09T00:00:00Z,0.217
2012-12-10T00:00:00Z,0.217
2012-12-11T00:00:00Z,0.175
2012-12-12T00:00:00Z,0.175
2012-12-13T00:00:00Z,0.175
2012-12-14T00:00:00Z,0.175
2012-12-15T00:00:00Z,1.8
2012-12-16T00:00:00Z,2.21
2012-12-17T00:00:00Z,2.07
2012-12-18T00:00:00Z,2.5
2012-12-19T00:00:00Z,1.8
2012-12-20T00:00:00Z,1.34
2012-12-21T00:00:00Z,1.05
2012-12-22T00:00:00Z,0.874
2012-12-23T00:00:00Z,3.6
2012-12-24T00:00:00Z,5.67
2012-12-25T00:00:00Z,3.6
2012-12-26T00:00:00Z,2.65
2012-12-27T00:00:00Z,2.35
2012-12-28T00:00:00Z,2.65
2012-12-29T00:00:00Z,2.07
2012-12-30T00:00:00Z,1.68
2012-12-31T00:00:00Z,1.45
2013-01-01T00:00:00Z,1.14
2013-01-02T00:00:00Z,0.961
2013-01-03T00:00:00Z,0.705
2013-01-04T00:00:00Z,0.705
2013-01-05T00:00:00Z,0.705
2013-01-06T00:00:00Z,0.705
2013-01-07T00:00:00Z,0.705
2013-01-08T00:00:00Z,0.789
2013-01-09T00:00:00Z,0.789
2013-01-10T00:00:00Z,0.789
2013-01-11T00:00:00Z,0.789
2013-01-12T00:00:00Z,0.705
2013-01-13T00:00:00Z,0.623
2013-01-14T00:00:00Z,0.623
2013-01-15T00:00:00Z,0.465
2013-01-16T00:00:00Z,0.391
2013-01-17T00:00:00Z,0.391
2013-01-18T00:00:00Z,0.324
2013-01-19T00:00:00Z,0.266
2013-01-20T00:00:00Z,0.266
2013-01-21T00:00:00Z,0.266
2013-01-22T00:00:00Z,0.266
2013-01-23T00:00:00Z,0.217
2013-01-24T00:00:00Z,0.175
2013-01-25T00:00:00Z,0.175
2013-01-26T00:00:00Z,0.175
2013-01-27T00:00:00Z,0.175
2013-01-28T00:00:00Z,0.175
2013-01-29T00:00:00Z,0.543
2013-01-30T00:00:00Z,2.8
2013-01-31T00:00:00Z,2.96
2013-02-01T00:00:00Z,2.5
2013-02-02T00:00:00Z,3.12
2013-02-03T00:00:00Z,2.07
2013-02-04T00:00:00Z,1.93
2013-02-05T00:00:00Z,2.07
2013-02-06T00:00:00Z,1.68
2013-02-07T00:00:00Z,1.24
2013-02-08T00:00:00Z,0.961
2013-02-09T00:00:00Z,0.789
2013-02-10T00:00:00Z,0.623
2013-02-11T00:00:00Z,0.623
2013-02-12T00:00:00Z,0.465
2013-02-13T00:00:00Z,0.391
2013-02-14T00:00:00Z,0.324
2013-02-15T00:00:00Z,0.324
2013-02-16T00:00:00Z,0.324
2013-02-17T00:00:00Z,0.324
2013-02-18T00:00:00Z,0.324
2013-02-19T00:00:00Z,0.266
2013-02-20T00:00:00Z,0.266
2013-02-21T00:00:00Z,0.217
2013-02-22T00:00:00Z,0.217
2013-02-23T00:00:00Z,0.217
2013-02-24T00:00:00Z,0.217
2013-02-25T00:00:00Z,0.175
2013-02-26T00:00:00Z,0.175
2013-02-27T00:00:00Z,0.175
2013-02-28T00:00:00Z,0.175
2013-03-01T00:00:00Z,0.175
2013-03-02T00:00:00Z,0.175
2013-03-03T00:00:00Z,0.217
2013-03-04T00:00:00Z,0.217
2013-03-05T00:00:00Z,0.217
2013-03-06T00:00:00Z,0.324
2013-03-07T00:00:00Z,0.465
2013-03-08T00:00:00Z,0.623
2013-03-09T00:00:00Z,0.961
2013-03-10T00:00:00Z,1.24
2013-03-11T00:00:00Z,1.34
2013-03-12T00:00:00Z,1.14
2013-03-13T00:00:00Z,0.961
2013-03-14T00:00:00Z,0.961
2013-03-15T00:00:00Z,0.789
2013-03-16T00:00:00Z,0.789
2013-03-17T00:00:00Z,0.705
2013-03-18T00:00:00Z,0.623
2013-03-19T00:00:00Z,0.623
2013-03-20T00:00:00Z,0.623
2013-03-21T00:00:00Z,0.623
2013-03-22T00:00:00Z,0.543
2013-03-23T00:00:00Z,0.465
2013-03-24T00:00:00Z,0.465
2013-03-25T00:00:00Z,0.391
2013-03-26T00:00:00Z,0.324
2013-03-27T00:00:00Z,0.324
2013-03-28T00:00:00Z,0.324
2013-03-29T00:00:00Z,0.324
2013-03-30T00:00:00Z,0.324
2013-03-31T00:00:00Z,0.266
2013-04-01T00:00:00Z,0.266
2013-04-02T00:00:00Z,0.266
2013-04-03T00:00:00Z,0.217
2013-04-04T00:00:00Z,0.175
2013-04-05T00:00:00Z,0.175
2013-04-06T00:00:00Z,0.175
2013-04-07T00:00:00Z,0.175
2013-04-08T00:00:00Z,0.175
2013-04-09T00:00:00Z,0.266
2013-04-10T00:00:00Z,0.623
2013-04-11T00:00:00Z,1.56
2013-04-12T00:00:00Z,4.25
2013-04-13T00:00:00Z,3.76
2013-04-14T00:00:00Z,2.65
2013-04-15T00:00:00Z,2.21
2013-04-16T00:00:00Z,1.93
2013-04-17T00:00:00Z,1.56
2013-04-18T00:00:00Z,1.24
2013-04-19T00:00:00Z,1.05
2013-04-20T00:00:00Z,0.874
2013-04-21T00:00:00Z,0.789
2013-04-22T00:00:00Z,0.705
2013-04-23T00:00:00Z,0.623
2013-04-24T00:00:00Z,0.543
2013-04-25T00:00:00Z,0.465
2013-04-26T00:00:00Z,0.543
2013-04-27T00:00:00Z,0.961
2013-04-28T00:00:00Z,1.45
2013-04-29T00:00:00Z,1.24
2013-04-30T00:00:00Z,0.961
2013-05-01T00:00:00Z,0.874
2013-05-02T00:00:00Z,0.705
2013-05-03T00:00:00Z,0.705
2013-05-04T00:00:00Z,0.543
2013-05-05T00:00:00Z,0.465
2013-05-06T00:00:00Z,0.465
2013-05-07T00:00:00Z,0.465
2013-05-08T00:00:00Z,0.391
2013-05-09T00:00:00Z,0.391
2013-05-10T00:00:00Z,0.324
2013-05-11T00:00:00Z,0.266
2013-05-12T00:00:00Z,0.324
2013-05-13T00:00:00Z,0.324
2013-05-14T00:00:00Z,0.324
2013-05-15T00:00:00Z,0.266
2013-05-16T00:00:00Z,0.266
2013-05-17T00:00:00Z,0.324
2013-05-18T00:00:00Z,1.14
2013-05-19T00:00:00Z,1.05
2013-05-20T00:00:00Z,2.8
2013-05-21T00:00:00Z,1.8
2013-05-22T00:00:00Z,1.8
2013-05-23T00:00:00Z,1.56
2013-05-24T00:00:00Z,1.56
2013-05-25T00:00:00Z,1.34
2013-05-26T00:00:00Z,2.65
2013-05-27T00:00:00Z,6.84
2013-05-28T00:00:00Z,4.42
2013-05-29T00:00:00Z,2.96
2013-05-30T00:00:00Z,2.21
2013-05-31T00:00:00Z,6.24
2013-06-01T00:00:00Z,6.44
2013-06-02T00:00:00Z,4.25
2013-06-03T00:00:00Z,2.8
2013-06-04T00:00:00Z,2.07
2013-06-05T00:00:00Z,1.68
2013-06-06T00:00:00Z,1.24
2013-06-07T00:00:00Z,1.05
2013-06-08T00:00:00Z,0.874
2013-06-09T00:00:00Z,0.874
2013-06-10T00:00:00Z,0.874
2013-06-11T00:00:00Z,0.705
2013-06-12T00:00:00Z,0.623
2013-06-13T00:00:00Z,0.543
2013-06-14T00:00:00Z,0.465
2013-06-15T00:00:00Z,0.391
2013-06-16T00:00:00Z,0.391
2013-06-17T00:00:00Z,0.391
2013-06-18T00:00:00Z,0.324
2013-06-19T00:00:00Z,0.266
2013-06-20T00:00:00Z,0.266
2013-06-21T00:00:00Z,0.266
2013-06-22T00:00:00Z,0.217
2013-06-23T00:00:00Z,0.217
2013-06-24T00:00:00Z,0.217
2013-06-25T00:00:00Z,0.266
2013-06-26T00:00:00Z,0.217
2013-06-27T00:00:00Z,0.217
2013-06-28T00:00:00Z,0.217
2013-06-29T00:00:00Z,0.217
2013-06-30T00:00:00Z,0.175
2013-07-01T00:00:00Z,0.175
2013-07-02T00:00:00Z,0.175
2013-07-03T00:00:00Z,0.217
2013-07-04T00:00:00Z,0.175
2013-07-05T00:00:00Z,0.175
2013-07-06T00:00:00Z,0.175
2013-07-07T00:00:00Z,0.14
2013-07-08T00:00:00Z,0.14
2013-07-09T00:00:00Z,0.14
2013-07-10T00:00:00Z,0.14
2013-07-11T00:00:00Z,0.14
2013-07-12T00:00:00Z,0.14
2013-07-13T00:00:00Z,0.11
2013-07-14T00:00:00Z,0.11
2013-07-15T00:00:00Z,0.11
2013-07-16T00:00:00Z,0.11
2013-07-17T00:00:00Z,0.11
2013-07-18T00:00:00Z,0.11
2013-07-19T00:00:00Z,0.086
2013-07-20T00:00:00Z,0.086
2013-07-21T00:00:00Z,0.086
2013-07-22T00:00:00Z,0.086
2013-07-23T00:00:00Z,0.086
2013-07-24T00:00:00Z,0.217
2013-07-25T00:00:00Z,0.175
2013-07-26T00:00:00Z,0.14
2013-07-27T00:00:00Z,0.14
2013-07-28T00:00:00Z,0.14
2013-07-29T00:00:00Z,0.14
2013-07-30T00:00:00Z,0.11
2013-07-31T00:00:00Z,0.14
2013-08-01T00:00:00Z,0.11
2013-08-02T00:00:00Z,0.11
2013-08-03T00:00:00Z,0.11
2013-08-04T00:00:00Z,0.11
2013-08-05T00:00:00Z,0.11
2013-08-06T00:00:00Z,0.175
2013-08-07T00:00:00Z,0.175
2013-08-08T00:00:00Z,0.11
2013-08-09T00:00:00Z,0.11
2013-08-10T00:00:00Z,0.11
2013-08-11T00:00:00Z,0.11
2013-08-12T00:00:00Z,0.11
2013-08-13T00:00:00Z,0.175
2013-08-14T00:00:00Z,0.11
2013-08-15T00:00:00Z,0.11
2013-08-16T00:00:00Z,0.086
2013-08-17T00:00:00Z,0.086
2013-08-18T00:00:00Z,0.086
2013-08-19T00:00:00Z,0.175
2013-08-20T00:00:00Z,0.11
2013-08-21T00:00:00Z,0.086
2013-08-22T00:00:00Z,0.086
2013-08-23T00:00:00Z,0.086
2013-08-24T00:00:00Z,0.086
2013-08-25T00:00:00Z,0.086
2013-08-26T00:00:00Z,0.086
2013-08-27T00:00:00Z,0.065
2013-08-28T00:00:00Z,0.065
2013-08-29T00:00:00Z,0.065
2013-08-30T00:00:00Z,0.065
2013-08-31T00:00:00Z,0.065
2013-09-01T00:00:00Z,0.086
2013-09-02T00:00:00Z,0.065
2013-09-03T00:00:00Z,0.065
2013-09-04T00:00:00Z,0.065
2013-09-05T00:00:00Z,0.065
2013-09-06T00:00:00Z,0.065
2013-09-07T00:00:00Z,0.065
2013-09-08T00:00:00Z,0.065
2013-09-09T00:00:00Z,0.391
2013-09-10T00:00:00Z,0.14
2013-09-11T00:00:00Z,0.543
2013-09-12T00:00:00Z,0.465
2013-09-13T00:00:00Z,0.391
2013-09-14T00:00:00Z,0.266
2013-09-15T00:00:00Z,0.217
2013-09-16T00:00:00Z,0.175
2013-09-17T00:00:00Z,0.175
2013-09-18T00:00:00Z,0.324
2013-09-19T00:00:00Z,0.266
2013-09-20T00:00:00Z,0.217
2013-09-21T00:00:00Z,0.217
2013-09-22T00:00:00Z,0.175
2013-09-23T00:00:00Z,0.14
2013-09-24T00:00:00Z,0.14
2013-09-25T00:00:00Z,0.14
2013-09-26T00:00:00Z,0.14
2013-09-27T00:00:00Z,0.11
2013-09-28T00:00:00Z,0.11
2013-09-29T00:00:00Z,0.11
2013-09-30T00:00:00Z,0.11
2013-10-01T00:00:00Z,0.11
2013-10-02T00:00:00Z,0.11
2013-10-03T00:00:00Z,0.086
2013-10-04T00:00:00Z,0.086
2013-10-05T00:00:00Z,0.175
2013-10-06T00:00:00Z,0.217
2013-10-07T00:00:00Z,0.14
2013-10-08T00:00:00Z,0.11
2013-10-09T00:00:00Z,0.11
2013-10-10T00:00:00Z,0.465
2013-10-11T00:00:00Z,0.543
2013-10-12T00:00:00Z,0.543
2013-10-13T00:00:00Z,0.324
2013-10-14T00:00:00Z,0.266
2013-10-15T00:00:00Z,0.465
2013-10-16T00:00:00Z,0.465
2013-10-17T00:00:00Z,0.465
2013-10-18T00:00:00Z,0.465
2013-10-19T00:00:00Z,0.391
2013-10-20T00:00:00Z,0.324
2013-10-21T00:00:00Z,0.266
2013-10-22T00:00:00Z,0.266
2013-10-23T00:00:00Z,0.266
2013-10-24T00:00:00Z,0.217
2013-10-25T00:00:00Z,0.217
2013-10-26T00:00:00Z,0.217
2013-10-27T00:00:00Z,0.623
2013-10-28T00:00:00Z,0.623
2013-10-29T00:00:00Z,0.465
2013-10-30T00:00:00Z,0.391
2013-10-31T00:00:00Z,0.266
2013-11-01T00:00:00Z,0.266
2013-11-02T00:00:00Z,0.391
2013-11-03T00:00:00Z,0.543
2013-11-04T00:00:00Z,0.543
2013-11-05T00:00:00Z,0.623
2013-11-06T00:00:00Z,0.789
2013-11-07T00:00:00Z,1.14
2013-11-08T00:00:00Z,1.45
2013-11-09T00:00:00Z,1.14
2013-11-10T00:00:00Z,0.961
2013-11-11T00:00:00Z,0.705
2013-11-12T00:00:00Z,0.623
2013-11-13T00:00:00Z,0.543
2013-11-14T00:00:00Z,0.465
2013-11-15T00:00:00Z,0.391
2013-11-16T00:00:00Z,0.324
2013-11-17T00:00:00Z,0.266
2013-11-18T00:00:00Z,0.266
2013-11-19T00:00:00Z,0.266
2013-11-20T00:00:00Z,0.874
2013-11-21T00:00:00Z,0.789
2013-11-22T00:00:00Z,0.705
2013-11-23T00:00:00Z,0.874
2013-11-24T00:00:00Z,1.34
2013-11-25T00:00:00Z,1.24
2013-11-26T00:00:00Z,0.961
2013-11-27T00:00:00Z,0.789
2013-11-28T00:00:00Z,0.623
2013-11-29T00:00:00Z,0.623
2013-11-30T00:00:00Z,0.705
2013-12-01T00:00:00Z,0.623
2013-12-02T00:00:00Z,0.623
2013-12-03T00:00:00Z,0.623
2013-12-04T00:00:00Z,0.543
2013-12-05T00:00:00Z,0.543
2013-12-06T00:00:00Z,0.543
2013-12-07T00:00:00Z,0.465
2013-12-08T00:00:00Z,0.391
2013-12-09T00:00:00Z,0.465
2013-12-10T00:00:00Z,0.543
2013-12-11T00:00:00Z,0.543
2013-12-12T00:00:00Z,0.623
2013-12-13T00:00:00Z,0.543
2013-12-14T00:00:00Z,0.543
2013-12-15T00:00:00Z,0.465
2013-12-16T00:00:00Z,0.391
2013-12-17T00:00:00Z,0.324
2013-12-18T00:00:00Z,0.324
2013-12-19T00:00:00Z,0.324
2013-12-20T00:00:00Z,0.266
2013-12-21T00:00:00Z,0.217
2013-12-22T00:00:00Z,0.266
2013-12-23T00:00:00Z,0.789
2013-12-24T00:00:00Z,0.623
2013-12-25T00:00:00Z,0.543
2013-12-26T00:00:00Z,0.623
2013-12-27T00:00:00Z,0.623
2013-12-28T00:00:00Z,0.623
2013-12-29T00:00:00Z,0.874
2013-12-30T00:00:00Z,0.874
2013-12-31T00:00:00Z,0.789
2014-01-01T00:00:00Z,0.705
2014-01-02T00:00:00Z,0.623
2014-01-03T00:00:00Z,0.543
2014-01-04T00:00:00Z,0.465
2014-01-05T00:00:00Z,0.391
2014-01-06T00:00:00Z,0.391
2014-01-07T00:00:00Z,0.543
2014-01-08T00:00:00Z,0.465
2014-01-09T00:00:00Z,0.543
2014-01-10T00:00:00Z,0.623
